Date,Open,High,Low,Close,Adj Close,Volume,Ticker
2022-06-16,3728.179931640625,3728.179931640625,3639.77001953125,3666.77001953125,3666.77001953125,5644930000,^GSPC
2022-06-17,3665.89990234375,3707.7099609375,3636.8701171875,3674.840087890625,3674.840087890625,8520740000,^GSPC
2022-06-21,3715.31005859375,3779.64990234375,3715.31005859375,3764.7900390625,3764.7900390625,5292260000,^GSPC
2022-06-22,3733.889892578125,3801.7900390625,3717.68994140625,3759.889892578125,3759.889892578125,5058990000,^GSPC
2022-06-23,3774.7099609375,3802.580078125,3743.52001953125,3795.72998046875,3795.72998046875,5098640000,^GSPC
2022-06-24,3821.75,3913.64990234375,3821.75,3911.739990234375,3911.739990234375,8120260000,^GSPC
2022-06-27,3920.760009765625,3927.719970703125,3889.659912109375,3900.110107421875,3900.110107421875,4325310000,^GSPC
2022-06-28,3913.0,3945.860107421875,3820.139892578125,3821.550048828125,3821.550048828125,4270120000,^GSPC
2022-06-29,3825.090087890625,3836.5,3799.02001953125,3818.830078125,3818.830078125,4211240000,^GSPC
2022-06-30,3785.989990234375,3818.989990234375,3738.669921875,3785.3798828125,3785.3798828125,4840070000,^GSPC
2022-07-01,3781.0,3829.820068359375,3752.10009765625,3825.330078125,3825.330078125,4046950000,^GSPC
2022-07-05,3792.610107421875,3832.18994140625,3742.06005859375,3831.389892578125,3831.389892578125,5076590000,^GSPC
2022-07-06,3831.97998046875,3870.909912109375,3809.3701171875,3845.080078125,3845.080078125,4417720000,^GSPC
2022-07-07,3858.85009765625,3910.6298828125,3858.85009765625,3902.6201171875,3902.6201171875,4057770000,^GSPC
2022-07-08,3888.260009765625,3918.5,3869.340087890625,3899.3798828125,3899.3798828125,3521620000,^GSPC
2022-07-11,3880.93994140625,3880.93994140625,3847.219970703125,3854.429931640625,3854.429931640625,3423480000,^GSPC
2022-07-12,3851.949951171875,3873.409912109375,3802.360107421875,3818.800048828125,3818.800048828125,3817210000,^GSPC
2022-07-13,3779.669921875,3829.43994140625,3759.070068359375,3801.780029296875,3801.780029296875,4109390000,^GSPC
2022-07-14,3763.989990234375,3796.409912109375,3721.56005859375,3790.3798828125,3790.3798828125,4199690000,^GSPC
2022-07-15,3818.0,3863.6201171875,3817.179931640625,3863.159912109375,3863.159912109375,4143800000,^GSPC
2022-07-18,3883.7900390625,3902.43994140625,3818.6298828125,3830.85009765625,3830.85009765625,4046870000,^GSPC
2022-07-19,3860.72998046875,3939.81005859375,3860.72998046875,3936.68994140625,3936.68994140625,4041070000,^GSPC
2022-07-20,3935.320068359375,3974.1298828125,3922.030029296875,3959.89990234375,3959.89990234375,4185300000,^GSPC
2022-07-21,3955.469970703125,3999.2900390625,3927.639892578125,3998.949951171875,3998.949951171875,4132790000,^GSPC
2022-07-22,3998.429931640625,4012.43994140625,3938.860107421875,3961.6298828125,3961.6298828125,3979240000,^GSPC
2022-07-25,3965.719970703125,3975.300048828125,3943.4599609375,3966.840087890625,3966.840087890625,3568340000,^GSPC
2022-07-26,3953.219970703125,3953.219970703125,3910.739990234375,3921.050048828125,3921.050048828125,3778950000,^GSPC
2022-07-27,3951.429931640625,4039.56005859375,3951.429931640625,4023.610107421875,4023.610107421875,4112180000,^GSPC
2022-07-28,4026.1298828125,4078.949951171875,3992.969970703125,4072.429931640625,4072.429931640625,4413000000,^GSPC
2022-07-29,4087.330078125,4140.14990234375,4079.219970703125,4130.2900390625,4130.2900390625,4616360000,^GSPC
2022-08-01,4112.3798828125,4144.9501953125,4096.02001953125,4118.6298828125,4118.6298828125,4202810000,^GSPC
2022-08-02,4104.2099609375,4140.47021484375,4079.81005859375,4091.18994140625,4091.18994140625,4727710000,^GSPC
2022-08-03,4107.9599609375,4167.66015625,4107.9599609375,4155.169921875,4155.169921875,4351760000,^GSPC
2022-08-04,4154.85009765625,4161.2900390625,4135.419921875,4151.93994140625,4151.93994140625,4283320000,^GSPC
2022-08-05,4115.8701171875,4151.580078125,4107.31005859375,4145.18994140625,4145.18994140625,4085940000,^GSPC
2022-08-08,4155.93017578125,4186.6201171875,4128.97021484375,4140.06005859375,4140.06005859375,4221090000,^GSPC
2022-08-09,4133.10986328125,4137.2998046875,4112.08984375,4122.47021484375,4122.47021484375,3913090000,^GSPC
2022-08-10,4181.02001953125,4211.02978515625,4177.259765625,4210.240234375,4210.240234375,4546010000,^GSPC
2022-08-11,4227.39990234375,4257.91015625,4201.41015625,4207.27001953125,4207.27001953125,4630200000,^GSPC
2022-08-12,4225.02001953125,4280.47021484375,4219.77978515625,4280.14990234375,4280.14990234375,3788010000,^GSPC
2022-08-15,4269.3701171875,4301.7900390625,4256.89990234375,4297.14013671875,4297.14013671875,3696830000,^GSPC
2022-08-16,4290.4599609375,4325.27978515625,4277.77001953125,4305.2001953125,4305.2001953125,4329820000,^GSPC
2022-08-17,4280.39990234375,4302.18017578125,4253.080078125,4274.0400390625,4274.0400390625,3885030000,^GSPC
2022-08-18,4273.1298828125,4292.52978515625,4261.97998046875,4283.740234375,4283.740234375,3340330000,^GSPC
2022-08-19,4266.31005859375,4266.31005859375,4218.7001953125,4228.47998046875,4228.47998046875,3761340000,^GSPC
2022-08-22,4195.080078125,4195.080078125,4129.85986328125,4137.990234375,4137.990234375,3907430000,^GSPC
2022-08-23,4133.08984375,4159.77001953125,4124.02978515625,4128.72998046875,4128.72998046875,3823520000,^GSPC
2022-08-24,4126.5498046875,4156.56005859375,4119.97021484375,4140.77001953125,4140.77001953125,3583630000,^GSPC
2022-08-25,4153.259765625,4200.5400390625,4147.58984375,4199.1201171875,4199.1201171875,3566870000,^GSPC
2022-08-26,4198.740234375,4203.0400390625,4057.659912109375,4057.659912109375,4057.659912109375,3832750000,^GSPC
2022-08-29,4034.580078125,4062.989990234375,4017.419921875,4030.610107421875,4030.610107421875,3396510000,^GSPC
2022-08-30,4041.25,4044.97998046875,3965.2099609375,3986.159912109375,3986.159912109375,3835860000,^GSPC
2022-08-31,4000.669921875,4015.3701171875,3954.530029296875,3955.0,3955.0,4542490000,^GSPC
2022-09-01,3936.72998046875,3970.22998046875,3903.64990234375,3966.85009765625,3966.85009765625,4152250000,^GSPC
2022-09-02,3994.659912109375,4018.429931640625,3906.2099609375,3924.260009765625,3924.260009765625,3665850000,^GSPC
2022-09-06,3930.889892578125,3942.550048828125,3886.75,3908.18994140625,3908.18994140625,4127340000,^GSPC
2022-09-07,3909.429931640625,3987.889892578125,3906.030029296875,3979.8701171875,3979.8701171875,3890320000,^GSPC
2022-09-08,3959.93994140625,4010.5,3944.81005859375,4006.179931640625,4006.179931640625,3966850000,^GSPC
2022-09-09,4022.93994140625,4076.81005859375,4022.93994140625,4067.360107421875,4067.360107421875,3901940000,^GSPC
2022-09-12,4083.669921875,4119.27978515625,4083.669921875,4110.41015625,4110.41015625,3814200000,^GSPC
2022-09-13,4037.1201171875,4037.1201171875,3921.280029296875,3932.68994140625,3932.68994140625,4224550000,^GSPC
2022-09-14,3940.72998046875,3961.93994140625,3912.179931640625,3946.010009765625,3946.010009765625,4293240000,^GSPC
2022-09-15,3932.409912109375,3959.139892578125,3888.280029296875,3901.35009765625,3901.35009765625,4441830000,^GSPC
2022-09-16,3880.949951171875,3880.949951171875,3837.080078125,3873.330078125,3873.330078125,7954650000,^GSPC
2022-09-19,3849.909912109375,3900.449951171875,3838.5,3899.889892578125,3899.889892578125,3766850000,^GSPC
2022-09-20,3875.22998046875,3876.010009765625,3827.5400390625,3855.929931640625,3855.929931640625,4058050000,^GSPC
2022-09-21,3871.39990234375,3907.070068359375,3789.489990234375,3789.929931640625,3789.929931640625,4078330000,^GSPC
2022-09-22,3782.360107421875,3790.89990234375,3749.449951171875,3757.989990234375,3757.989990234375,4284600000,^GSPC
2022-09-23,3727.139892578125,3727.139892578125,3647.469970703125,3693.22998046875,3693.22998046875,5144270000,^GSPC
2022-09-26,3682.719970703125,3715.669921875,3644.760009765625,3655.0400390625,3655.0400390625,4886140000,^GSPC
2022-09-27,3686.43994140625,3717.530029296875,3623.2900390625,3647.2900390625,3647.2900390625,4577740000,^GSPC
2022-09-28,3651.93994140625,3736.739990234375,3640.610107421875,3719.0400390625,3719.0400390625,4684850000,^GSPC
2022-09-29,3687.010009765625,3687.010009765625,3610.39990234375,3640.469970703125,3640.469970703125,4681810000,^GSPC
2022-09-30,3633.47998046875,3671.43994140625,3584.1298828125,3585.6201171875,3585.6201171875,5645360000,^GSPC
2022-10-03,3609.780029296875,3698.35009765625,3604.929931640625,3678.429931640625,3678.429931640625,4806680000,^GSPC
2022-10-04,3726.4599609375,3791.919921875,3726.4599609375,3790.929931640625,3790.929931640625,5146580000,^GSPC
2022-10-05,3753.25,3806.909912109375,3722.659912109375,3783.280029296875,3783.280029296875,4293180000,^GSPC
2022-10-06,3771.969970703125,3797.929931640625,3739.219970703125,3744.52001953125,3744.52001953125,4252100000,^GSPC
2022-10-07,3706.739990234375,3706.739990234375,3620.72998046875,3639.659912109375,3639.659912109375,4449660000,^GSPC
2022-10-10,3647.510009765625,3652.169921875,3588.10009765625,3612.389892578125,3612.389892578125,3834320000,^GSPC
2022-10-11,3595.860107421875,3640.659912109375,3568.449951171875,3588.840087890625,3588.840087890625,4759030000,^GSPC
2022-10-12,3590.830078125,3608.340087890625,3573.860107421875,3577.030029296875,3577.030029296875,4006830000,^GSPC
2022-10-13,3520.3701171875,3685.409912109375,3491.580078125,3669.909912109375,3669.909912109375,5021680000,^GSPC
2022-10-14,3690.409912109375,3712.0,3579.679931640625,3583.070068359375,3583.070068359375,4243030000,^GSPC
2022-10-17,3638.64990234375,3689.72998046875,3638.64990234375,3677.949951171875,3677.949951171875,4352780000,^GSPC
2022-10-18,3746.260009765625,3762.7900390625,3686.530029296875,3719.97998046875,3719.97998046875,4483740000,^GSPC
2022-10-19,3703.110107421875,3728.580078125,3666.510009765625,3695.159912109375,3695.159912109375,4223800000,^GSPC
2022-10-20,3689.050048828125,3736.0,3656.43994140625,3665.780029296875,3665.780029296875,4496620000,^GSPC
2022-10-21,3657.10009765625,3757.889892578125,3647.419921875,3752.75,3752.75,5078020000,^GSPC
2022-10-24,3762.010009765625,3810.739990234375,3741.64990234375,3797.340087890625,3797.340087890625,4747930000,^GSPC
2022-10-25,3799.43994140625,3862.85009765625,3799.43994140625,3859.110107421875,3859.110107421875,4843120000,^GSPC
2022-10-26,3825.969970703125,3886.14990234375,3824.070068359375,3830.60009765625,3830.60009765625,4817310000,^GSPC
2022-10-27,3834.68994140625,3859.949951171875,3803.7900390625,3807.300048828125,3807.300048828125,4687320000,^GSPC
2022-10-28,3808.260009765625,3905.419921875,3808.260009765625,3901.06005859375,3901.06005859375,4459410000,^GSPC
2022-10-31,3881.85009765625,3893.72998046875,3863.179931640625,3871.97998046875,3871.97998046875,4820620000,^GSPC
2022-11-01,3901.7900390625,3911.7900390625,3843.800048828125,3856.10009765625,3856.10009765625,4481210000,^GSPC
2022-11-02,3852.89990234375,3894.43994140625,3758.679931640625,3759.68994140625,3759.68994140625,4899000000,^GSPC
2022-11-03,3733.25,3750.590087890625,3698.14990234375,3719.889892578125,3719.889892578125,4625290000,^GSPC
2022-11-04,3766.97998046875,3796.340087890625,3708.840087890625,3770.550048828125,3770.550048828125,5400180000,^GSPC
2022-11-07,3780.7099609375,3813.949951171875,3764.699951171875,3806.800048828125,3806.800048828125,4341620000,^GSPC
2022-11-08,3817.02001953125,3859.39990234375,3786.280029296875,3828.110107421875,3828.110107421875,4607640000,^GSPC
2022-11-09,3810.93994140625,3818.199951171875,3744.219970703125,3748.570068359375,3748.570068359375,4645010000,^GSPC
2022-11-10,3859.889892578125,3958.330078125,3859.889892578125,3956.3701171875,3956.3701171875,5781260000,^GSPC
2022-11-11,3963.719970703125,4001.47998046875,3944.820068359375,3992.929931640625,3992.929931640625,5593310000,^GSPC
2022-11-14,3977.969970703125,4008.969970703125,3956.39990234375,3957.25,3957.25,4561930000,^GSPC
2022-11-15,4006.409912109375,4028.840087890625,3953.169921875,3991.72998046875,3991.72998046875,5015310000,^GSPC
2022-11-16,3976.820068359375,3983.090087890625,3954.340087890625,3958.7900390625,3958.7900390625,4165320000,^GSPC
2022-11-17,3919.260009765625,3954.330078125,3906.5400390625,3946.56005859375,3946.56005859375,4051780000,^GSPC
2022-11-18,3966.389892578125,3979.889892578125,3935.97998046875,3965.340087890625,3965.340087890625,4037360000,^GSPC
2022-11-21,3956.22998046875,3962.0,3933.340087890625,3949.93994140625,3949.93994140625,3850690000,^GSPC
2022-11-22,3965.510009765625,4005.8798828125,3956.8798828125,4003.580078125,4003.580078125,3887990000,^GSPC
2022-11-23,4000.300048828125,4033.780029296875,3998.659912109375,4027.260009765625,4027.260009765625,3279720000,^GSPC
2022-11-25,4023.340087890625,4034.02001953125,4020.760009765625,4026.1201171875,4026.1201171875,1706460000,^GSPC
2022-11-28,4005.360107421875,4012.27001953125,3955.77001953125,3963.93994140625,3963.93994140625,3615430000,^GSPC
2022-11-29,3964.18994140625,3976.77001953125,3937.64990234375,3957.6298828125,3957.6298828125,3546040000,^GSPC
2022-11-30,3957.179931640625,4080.110107421875,3938.580078125,4080.110107421875,4080.110107421875,6579360000,^GSPC
2022-12-01,4087.139892578125,4100.509765625,4050.8701171875,4076.570068359375,4076.570068359375,4527130000,^GSPC
2022-12-02,4040.169921875,4080.47998046875,4026.6298828125,4071.699951171875,4071.699951171875,4012620000,^GSPC
2022-12-05,4052.02001953125,4052.449951171875,3984.489990234375,3998.840087890625,3998.840087890625,4280820000,^GSPC
2022-12-06,3996.6298828125,4001.510009765625,3918.389892578125,3941.260009765625,3941.260009765625,4368380000,^GSPC
2022-12-07,3933.280029296875,3957.570068359375,3922.679931640625,3933.919921875,3933.919921875,4118050000,^GSPC
2022-12-08,3947.7900390625,3974.18994140625,3935.830078125,3963.510009765625,3963.510009765625,4006900000,^GSPC
2022-12-09,3954.169921875,3977.02001953125,3933.0400390625,3934.3798828125,3934.3798828125,3888260000,^GSPC
2022-12-12,3939.2900390625,3990.7099609375,3935.300048828125,3990.56005859375,3990.56005859375,3904130000,^GSPC
2022-12-13,4069.3798828125,4100.9599609375,3993.030029296875,4019.64990234375,4019.64990234375,5079360000,^GSPC
2022-12-14,4015.5400390625,4053.760009765625,3965.64990234375,3995.320068359375,3995.320068359375,4472340000,^GSPC
2022-12-15,3958.3701171875,3958.3701171875,3879.449951171875,3895.75,3895.75,4493900000,^GSPC
2022-12-16,3890.909912109375,3890.909912109375,3827.909912109375,3852.360107421875,3852.360107421875,7493660000,^GSPC
2022-12-19,3853.7900390625,3854.860107421875,3800.0400390625,3817.659912109375,3817.659912109375,3969610000,^GSPC
2022-12-20,3810.469970703125,3838.239990234375,3795.6201171875,3821.6201171875,3821.6201171875,3985370000,^GSPC
2022-12-21,3839.489990234375,3889.820068359375,3839.489990234375,3878.43994140625,3878.43994140625,3775200000,^GSPC
2022-12-22,3853.260009765625,3853.260009765625,3764.489990234375,3822.389892578125,3822.389892578125,3956950000,^GSPC
2022-12-23,3815.110107421875,3845.800048828125,3797.010009765625,3844.820068359375,3844.820068359375,2819280000,^GSPC
2022-12-27,3843.340087890625,3846.64990234375,3813.219970703125,3829.25,3829.25,3030300000,^GSPC
2022-12-28,3829.56005859375,3848.320068359375,3780.780029296875,3783.219970703125,3783.219970703125,3083520000,^GSPC
2022-12-29,3805.449951171875,3858.18994140625,3805.449951171875,3849.280029296875,3849.280029296875,3003680000,^GSPC
2022-12-30,3829.06005859375,3839.85009765625,3800.340087890625,3839.5,3839.5,2979870000,^GSPC
2023-01-03,3853.2900390625,3878.4599609375,3794.330078125,3824.139892578125,3824.139892578125,3959140000,^GSPC
2023-01-04,3840.360107421875,3873.159912109375,3815.77001953125,3852.969970703125,3852.969970703125,4414080000,^GSPC
2023-01-05,3839.739990234375,3839.739990234375,3802.419921875,3808.10009765625,3808.10009765625,3893450000,^GSPC
2023-01-06,3823.3701171875,3906.18994140625,3809.56005859375,3895.080078125,3895.080078125,3923560000,^GSPC
2023-01-09,3910.820068359375,3950.570068359375,3890.419921875,3892.090087890625,3892.090087890625,4311770000,^GSPC
2023-01-10,3888.570068359375,3919.830078125,3877.2900390625,3919.25,3919.25,3851030000,^GSPC
2023-01-11,3932.35009765625,3970.070068359375,3928.5400390625,3969.610107421875,3969.610107421875,4303360000,^GSPC
2023-01-12,3977.570068359375,3997.760009765625,3937.56005859375,3983.169921875,3983.169921875,4440260000,^GSPC
2023-01-13,3960.60009765625,4003.949951171875,3947.669921875,3999.090087890625,3999.090087890625,3939700000,^GSPC
2023-01-17,3999.280029296875,4015.389892578125,3984.570068359375,3990.969970703125,3990.969970703125,4235560000,^GSPC
2023-01-18,4002.25,4014.159912109375,3926.590087890625,3928.860107421875,3928.860107421875,4298710000,^GSPC
2023-01-19,3911.840087890625,3922.93994140625,3885.5400390625,3898.85009765625,3898.85009765625,3991500000,^GSPC
2023-01-20,3909.0400390625,3972.9599609375,3897.860107421875,3972.610107421875,3972.610107421875,4013360000,^GSPC
